"","X","Comment","label"
"3369",2778,"کپک زده بود یکی از پرتقال ها 
مگه بررسی نمیشه ؟","Product"
"3370",2779,"سفارش کامل ارسال نشده . ۲ مورد پرتقال و خیار ارسال نشده و هزینه هم عودت داده نشده . لطفا بررسی کنید .","Product"
"3371",2780,"سلام متاسفانه بسته بندی گوشت شکسته بود و پلاستیک روی آن شل بود نمیدونم چرا شفاف نبود و با روشن بودن مسئله مغایرت قیمت اسنپ آنرا با پیچاندن مشتری به تعویق انداخته و باعث ناراضایتی مشتریان همیشگی میگردد تغییر مغایرت قیمت ارتباطی به کاربری که با اعتماد سبدش را ثبت میکند ندارد مشکل از برنامه ریز سایت شماست من راضی نیستم و پولم را برگردانید","Product"
"3372",2781,"مگه چیزی رو که به ضررتونه بگیم فایده ای هم داره؟ قبلا میگفتم توضیح کالاها رو بیشتر کنین تا آگاهانه تر خرید کنیم ولی ظاهرا با عدم توضیح کافی بیشتر گول میخورن و خرید میکنن.
اما الآن باید بگم دروغ نگین ، نوشتید شربت انبه ولی وقتی که دستم رسید دیدم روش نوشته برا طعم دادن وتزیینه و برای مخلوط کردن با آب مناسب نیست .
جون به جونتون کنن حروم خور و حقه بازید.","Product"
"3373",2782,"یخ ها آب شده و یکی از دستمال ها گوشش پاره شده و مایع نرم کننده لباس هم کمی ریخته بود","Packaging"
"3374",2783,"پلمپ بطری شیر باز بود البته بیرون نریخته بود فقط درش یه ذره شیری شده بود ولی پلمپ نبود. ۱ ساعت هم با تاخیر رسید. بقیه اجناس خوب و سالم رسیدن.
هنوز منتظر قهوه فوری کلاسیک ۱۰۰ گرمی و ۲۴عددی مولتی کافه با تخفیف خوب هستم که موجود بشه.
با تشکر","Packaging"
"3375",2784,"با توجه به تاخیر دو ساعته یخ مرغ کاملا آب شده بود طعم مرغ تغییر کرده بود .
در بازه زمانی تعیین شده ارسال نشده بود و ۲ ساعت تاخیر داشت . ساعت از ۲۳ گذشته بود که اجناس تحویل داده شد.
با توجه به بهتر بودن خدمات هایپر استار باکری (ارم) و تزدیک بودن به آدرس من لطفا مثل سابق شرایط خرید از هایپر باکری را برایم مقدور بفرمایید .متشکرم","Product"
"3376",2785,"محصولات. همه ارسال نشده بود. مثل بادمجان. و انار.. کیفیت کالاها ضعیف راضی نیستم برای چندمین باره. تکرار میشه. لطفا رسیدگی کنید . با تشکر","Product"
"3377",2786,"باسلام. دیروز که هوا بارانی بود محصولات سفارشی من را با با وانت (عقب وانت) آوردند پلاستیک‌های کالاها ازشون آب می‌چکید. پودر لباسشویی ها خیس وخراب شده بودند وقابل استفاده نبودند. لطفا درچنین روزهایی کالاها با وانت روباز تحویل داده نشوند.","Product"
"3378",2787,"بسیار رفتار زشت و زننده پیک.متاسفم.","Product"
"3379",2788,"شکلات من کاملا از بین رفته بود چون کنارش بسته یخ بود که آب شده بود و بسته شکلات هم خیس بود هم خرد شده بود و آب نفوذ کرده بود غیر قابل استفاده بود و بیرون انداختمش لطفا رسبگی کنید ممنون‌","Packaging"
"3380",2789,"تحويل يكساعت پس از موعد
مجبور شدم يكساعت مرخصي بگيرم
برخورد بد و طلبكارانه پشتيباني 
ارسال پرتقال شمال به جاي جنوب","Product"
"3381",2790,"وقتی تحویل رایگانه چرا پیک هاتون کرایه یا انعام میخواد پیک ها خیلی مهم هستن نماینده شما هستند بهتره با دقت انتخابشون کنید","Product"
"3382",2791,"سلام...متاسفانه شیشه سس مایونز شکسته بود و سس داخل نایلون ریخته بود.. لطفا پیگیری کنید...","Packaging"
"3383",2792,"در تصویر فنجان، دارای دسته است، در حالی که محصول بدون دسته ارسال شده است.
فنجان بدون دسته یعنی لیوان! من اگه لیوان میخواستم خب فنجان سفارش نمی‌دادم.","Product"
"3384",2797,"ماء الشعیر کلاسیک جوجو 1 تاریخ تولید و انقضا نداشت. طعم و مزه اون هم برگشته بود.","Product"
"3385",2798,"سینه مرغ بدون استخوان ارسال نشد و به همه سینه ها کتف وصل بود که وزن رو بیشتر کرده بود.","Product"
"3386",2799,"سلام خسته نباشید من 6عدد تن ماهی گرفتم بعد از 24ساعت میگن موجود نیست","Product"
"3387",2800,"سلام
با اينكه پيام امد جنس شما در زمان تعيين شده به دست شما ميرسد ١/٣٠ دير امد
واسنپ خبر تاخير رااعلام نكرد ونصف روز من به انتظار تلف شد
واز٨ بسته بادام زميني ٥ بسته ان ١٢ روز مانده به انقضاء وبوي نا ميدهد
فقط ٣ بسته ان تازه ومدت دار است","Product"
"3388",2801,"ضمن این که تابه از سفارش اولیه حذف شد به جای شیر نیم چرب شیر کم چرب ارسال شده است","Product"
"3389",2802,"سلام ،ممنون بابت خدمات ، متاسفانه کره ۱۰۰ گرمی در محصولات ارسالی نبود .","Product"
"3390",2803,"نان تست معمولا ۵-۷ روز وقت مصرف داره ولی این که فرستادین تا فردا وقت داره و سفت شده مشحصه که مانده بوده.
سوسیس کراکف پنیری هم روز ۰۶.۱۱.۱۴۰۱ روش چاپ شده که مال ۲۱ رور پیش میباشد.
کیفیت خدمات اسنپ مارکت داره به شدت افت میکنه و دیگر تخفیف بی دلیل نیست و جنس مانده میباشد که تخفیف میزنید.","Product"
"3391",2804,"با سلام.میشد لوازم خصوصی را در بسته بندی کدر یا بسته بندی شده ارسال کرد","Packaging"
"3392",2805,"سلام خسته نباشید برای بار دوم که تخم مرغ سفارش دادم یا از مبدا یا در موقع حمل شکسته بودن مثلا سفارش جاری سه عدد شکسته بود لطفا رعایت بفرمائید متشکر","Packaging"
"3393",2806,"سلام ، دوتا ساندویچ مرغ هالوپینو رو نفرستادید","Product"
"3394",2807,"نایلون سوراخ شده بود و کمی آب رفته بود داخلش. گویا کفش جایی گذاشته شده که خیس بوده","Packaging"
"3395",2808,"همبرگر از حالت انجماد خارج شده بود
و ارزش انجماد مجدد ندارد","Packaging"
"3396",2809,"ایتم درخواستیو اشتباه اوردن حالبه اشتباهشونم به نفع خودشونه یعنی جنس ارزونتر اوردن بجای چیزی که من خواسته بودم و پول بیشتری پرداخت کرده بودم","Product"
"3397",2810,"قیمتی که در لیست اقلام تخفیف دار بود را بدون تخفیف و به قیمت خود محصول فروختید","Product"
"3398",2811,"دو کالای فوق ارسال نشده ، لطفا با توجه به نیاز اینجانب سریعا ارسال نمایید ، ممنونم","Product"
"3399",2812,"سلام،
متاسفانه مایع لباسشویی از قسمت درب نشتی داشت و مقداری مایع بیرون زده بود.
پیشنهاد :
اين دسته از محصولات که فاقد پلمپ درب هستند را در نایلکس هایی با رنگی متفاوت بسته بندی کنید که پیک بداند این بسته نباید واژگون و زیر فشار کالاهای دیگر باشد چون با کمترین فشار ، دبه پلاستیکی تغییر حالت داده و از کنار درب نشتی پیدا می‌کند.","Product"
"3400",2813,"من یه بسته ۱/۵کیلویی سینه مرغ سفارش دادم که وزنشون کم بود وفیله هم نداشتن واقعا متاسفم کم فروشی توی این اوضاع ه گرونی آخه چرا ؟؟؟؟","Product"
"3401",2814,"سلام من پد سفارش داده بودم ۳ بسته که در هر ۳ بسته باز بود","Product"
"3402",2815,"مامورتحویل دهنده بسیاری ادب وبی نزاکت بود ...مسول محترم حداقل یکیو بزارین که شعور داشته باشه","Product"
"3403",2816,"باسلام لطفا بیشتر دقت کنید من کره کاله سفارش دادم که قیمتش 21 تومنه ولی شما یه کره دیگه که اونم کاله هست ولی کیفیت نداره یه کم بو میده مثل کره گیاهی جلدشم نقره ایه لطفا دیگه از اون نفرستین از همونی که جلدش آبیه بفرستین با تشکر","Product"
"3404",2817,"راننده هم از پشت زد به ماشین ما☹️","Product"
"3405",2818,"با سلام کالا ها را در پشت وانت در زمان بارندگی شدید باران برای من ارسال شده و اکثر پودر رختشویی ها آسیب دیده","Product"
"3406",2819,"این ۳ قلم ارسال نشده لطفا پیگیری شود","Product"
"3407",2820,"تخم مرغ ها شکسته بودند","Packaging"
"3408",2821,"اکثر سینه ها و ران ها خیلی درشت بودند.","Product"
"3409",2822,"برروی آدامس قیمت فروش 10هزارتومن بود درحالیکه درهایپرمارکت 18 زده بودن که تخفیف خورده بود.ویک قلم هم کسرشد بدلیل موجودنبودن درحالیکه سفارش بنده درساعات ابتدایی روز ثبت شد ومیبایست اقلام بنده زودترجمع آوری میشد.","Product"
"3410",2823,"پاره شده بود .غبر قابل استفاده","Packaging"
"3411",2824,"سلام، وقت بخیر،متأسفانه این بدترين خرید من از هایپراستار اکومال تو این چند سال بود،تمامی تخم مرغ ها شکسته بود و ریخته بود تو نایلون، سلفون روی مرغ ها هم انقدر نازک بود که تمام آب مرغ ها بیرون ریخته و همه تو هم افتاده بود، لطفاً پیگیری بفرمایید","Packaging"
"3412",2825,"هم روغن مچاله شده بود و هم پیک درب واحد نیاورد و هم بسته بندی پاره شده بود، واقعا دیگه نمیدونم با چه زبونی بگم که در بارندگی زمین خیس و گل و لای، پیک کالا رو روی زمین گداشته بود، اونم با مشمع های پاره شده، حیف وقتیکه برای نظر دادن به اسنپ مارکت گذاشته بشه. هیچ تاثیری نداره","Delivery"
"3413",2826,"تو قسمت خرید میزنه۴لیتری اما وقتی کالا میرسه دستم روش زده۳/۸
این الان اشتباهه یا کم فروشی
اگه میدونستم ۳/۸هست یه مایع دیگه بود۳/۷۵لیتری با قیمت بهتر","Price"
"3414",2827,"سیب گندیده دادن اونم با وزن کمتر لعنت به خودتونو هایپر استارتون","Product"
"3415",2828,"باسلام یه وقتایی اختلال سفرش ودیر اومدن اجناس .. یا بی کیفیت بودن گوشت چرخ کرده مرغی که ریختم بیرون خمش پوست وچربی بود وامروز هم شکسته شدن تخم مرغ ها ..","Packaging"
"3416",2829,"برای دومین بار هست بار اول خرید قبلی خامه عسلی سوراخ شده بود و حالا پنیر","Packaging"
"3417",2830,"در سرکه محکم نبوده نشت کرده و بقیه ی اقلام رو خراب کرده 
کره قابل استفاده نبود
آجیل، بسته بندی مناسب نداشت مقدار زیادش با سرکه خیس و غیر قابل استفاده شده بود
کافی میکس....","Packaging"
"3418",2831,"سلام، شامپو با اینکه چسب زده بودید در اثر حمل نامناسب باز شده بود و ریخته بود، پود سافت لند هم یکیش در اثر فشار پاره شده بود و پودر ریخته بود...","Packaging"
"3419",2832,"به نظرم روز بارونی خیلی ریلکس کاغذ  با وانت سقف باز ارسال نمیکنن
به راننده هم میگم اقا کاغذها خیس شده میگه نایلون داره","Product"
"3420",2833,"خرید اشتباه ثبت و تحویل گردیده","Product"
"3421",2834,"من برای تایم تحویل برنامه ریزی کرده بودم متاسفانه بیشتر از ۲ساعت تاخیر ارسال وجود داشت وخیلی دچار مشکل شدم","Product"
"3422",2835,"علیرغم اینکه قبلا هم اعلام کرده بودم متاسفانه باز هم این پیک با کلی اعتراض و قر زدن سفارش رو تحویل دادن. هر وقت این آقا میاد صد بار زنگ میزنن که بیاین پایین کمک کنید اجناسو بیارم بالا. بنده هم دیسک کمر دارم هم دیسک گردن. اگر برام مقدور بود سفارش آنلاین نمیدادم. خودم میرفتم حضوری خریدامو انجام میدادم. لطفا افرادی رو جهت اینکار بفرستید که در خصوص شرح وظایفشون خوب توجیه شده باشن.","Product"
"3423",2836,"۳ قلم از جنس هایی که سفارش دادم بدستم نرسید.","Product"
"3424",2837,"گوجه فرنگی ارسال نشده","Product"
"3425",2838,"دو نوع گوشت گذاشته شده بود که یکی کاملا بیات بود و تغییر رنگ داشت اگر جای عکس داشتید عکس آنرا میفرستادم","Packaging"
"3426",2839,"قطع یقین دیگه نون بسته بندی از اسنپ مارکت نخواهم خرید چون تاریخ تولید نون واسه 24 م هست و الان پایان روز 26 م یعنی تولید نون واسه سه روز پیشه، من اگه برم در مغازه واسه خرید حتما تولید روز برمی‌دارم","Product"
"3427",2840,"بیشتر کالاهارا به ما ارسال نکردید لطفا رسیدگی کنید","Product"
"3428",2841,"با سلام و خسته نباشید درب محصول تیک خورده باز بود لطفا برگرداندن محصول اقدام بفرمایید","Product"
"3429",2842,"گوشتی امشب تحویل گرفتم اینقدر مونده بود تا جای که بعضی قسمتهاش تغییر رنگ داده بود و واقعا بوی گندیدگی میداد وجدانتون کجاست که برای چند ریال سود اینجوری جنس تحویل مردم میدید و به اینم فکر میکردید که اونطرف باید تو این چه شرایطی کارکنهو چه سختیهای رو متحمل بشه تا پول دربیار که فقط بتونه شکمشو سیر کنه و شماها باهاش اینکار رو بکنید گوشتی که دیگه برای سطل اشغاله رو با این قیمت نجومی بهش بندازید اگه مصداق دزدی نیست شما بگید چیه ......","Product"
"3430",2843,"موز کاملا سبز ارسال شده","Packaging"
"3431",2844,"از تعداد ۱۳ عدد کیسه ۹ عدد تحویل شده است.","Product"
"3432",2845,"تخمه ای که فرستاده بودید تولیدش ۶ ماه پیش بوده و کمتر از ۱ ماه تاریخ مصرف داشت. بوی مونده‌گی میداد.","Product"
"3433",2846,"خراب شده بود","Packaging"
"3434",2847,"نصف بیشتر گوشت چربی و بلا استفاده است، با این وضع گوشت کیلویی ۴۶۰ تومان محاسبه میشود، این دیگر چه مدل کلاه برداری است؟؟؟","Product"
"3435",2848,"چندعدد از تخم مرغ ها شکسته و غیرقابل استفاده هستن!! تخم مرغ بسته ۶عددی هم تولید دوهفته قبله. پتی بور چی توز روش نوشته ۹۰ گرم درحالیکه توی سایت و فاکتور خرید زده ۱۱۰ گرم! من سه عدد خریداری کردم که اگه میدونستم وزنش کمتره، محصول دیگری رو انتخاب میکردم اصلا","Packaging"
"3436",2849,"از حساب من ۱۸۰۷۰۰ کم شد ولی قیمت محصول۱۷۸۷۰۰ شده ضمنا۷۴ تومان هم از حساب اعتباری ام کم شده","Product"
"3437",2850,"از دو بسته گوشتی که سفارش دادم یک بسته اش ۹۰ درصد چربی بود","Packaging"
"3438",2851,"من 4 عدد نوشابه سفارش دادم ولی 3تا نوشابه برام آوردن","Product"
"3439",2852,"گوشتی که فرستادید افتضاح بود سیصد گرم آشغال‌گوشت داشت. وزن مفیدش به سختی به هفتصد گرم می‌رسید. واقعا که","Product"
"3440",2853,"با عرض سلام و ادب احترام و خداقوت خدمت شما قیمتی که در سوپر مارکت اسنپ درج شده بسیار بالاتر از مغازه فروشگاه یا حتی دست فروش هاست. لطفا دقت کنید مهم تخفیف دادن نیست مهم این است که مردم با همان مبلغ پول بتوانند بهتر و بیشتر خرید کنند انسان‌هایی امثال من که مشکل جسمی دارند به سختی هم پول درمیارند . من که دیگه خرید نمیزنم مگر اینکه راه چاره ای برام نمونده باشه .","Product"
"3441",2854,"بعنوان ورزشکاری که سالهاست جو دوسر مصرف می‌کنم ، افتضاح ترین و بی کیفیت ترین جو دوسر موجود در هایپر هست و هرکسی به راحتی میفهمه که جو پرک معمولی رو بعنوان جو دوسر پرک بسته بندی می‌کنه این برند و گرانتر میفروشه، من نمی‌فهمم چرا برند خوب (ا آ ب) یا (اوریگامی) در اسنپ مارکت اکثرا ناموجود هست درصورتی که در مراجعه حضوری به هایپر شیراز همیشه موجوده، لطفا به سوپروایزر هایپر شیراز بگید در تامین کالا ها تنوع بیشتری به خرج بده","Product"
"3442",2855,"پرتقال تو سرخ سفارش دادم که بد ترین پرتقال معمولی را ارسال کردید این واقعاً کلاهبرداری است موز سفارش دادم کنسل کردید وپول آنرا تقریبا ده هزار تومان کمتر به‌حساب من واریز کردید از شما انتظار بیشتری داشتم خیانت در امانت کردید","Product"
"3443",2856,"در کرم مای شکسته و این کرم برای صورت هست که این اصلا بهداشتی نیست و قابل مصرفم نیست لطفا راهنمایی کنید چه کنم؟","Packaging"
"3444",2857,"سه عدد از اقلام سفارشیم کسر شده اما مبلغ حساب شده کسی هم پیگیری نمیکنه","Product"
"3445",2858,"کالباس با اینکه وکیوم بود کاملا ترش بود و اصلا مزه کالباس نمیداد واقعا افتضاح بود معلوم نیست از چی درست شده بود.نکنین اینکارو وجدانا.این پولا خوردن نداره.","Product"
"3446",2859,"طبق معمول همیشه بعد از پرداخت کالا موجود نبود! مثل این میمونه که شما خرید کنی بری صندوق پولش رو بدی بعد صندوقدار یک وسیله از سبد خریدت برداره بگه اا ببخشید این رو قبل شما یکی خرید حال این باشه طلب شما !!!!!","Product"
"3447",2860,"شیشه خیارشور شکسته بود","Packaging"
"3448",2861,"اصلا پاستیل ارسال نشده ۲ عدد ‌استیل سفارش داده بودم یکیش پولش برگشته به حساب بکیش اصلا ارسال نشده 
تخم مرغ ها ۳ تاش شکسته بوددکامل انداختم دور
واقعا متاسفم","Packaging"
"3449",2862,"۲ ساعت تاخیر در تحویل. همه ی کیسه ها پر از آب و گل و دستمال کاغذی ها کاملا غیر قابل استفاده","Product"
"3450",2863,"بیسکوییت باز بود ... واقعا ک افتضاحه ، ممنون میشم پیگیری کنید","Product"
"3451",2864,"سلام
داخل گردو ها کپک زده سبز شده و تار زده هست 
لطفا پیگیری کنید جهت عودت محصول","Product"
"3452",2865,"یخ درون بسته بندی آب شده بود و توی پلاستیک پر از آب و کالاها خیس بود?","Packaging"
"3453",2866,"تاریخ گارانتی لامپ ها حدودا ۳ ماه بود
ضمانت ۱ ساله نبود 
واقعا متاسفم برای واحد فروش","Product"
"3454",2867,"پنیر پیتزا با اینکه تاریخ داشت ولی بسته بندی به شدت باد کرده بود و ظاهر جالبی نداشت","Packaging"
"3455",2868,"عکس کالا با خود کالا متفاوت و کیفیت خیلی بد . زمان رسیدن کالا بعد از تایم مشخص شده . پاسخگویی پشتیبان ضعیف","Product"
"3456",2869,"بسته بندی سوراخ است و باعث کپک زدن پنیر شده
در ضمن ۲/۵ ماه از تولید پنیر (لبنیات) گذشته","Packaging"
"3457",2870,"شکسته بود عکس ارسال میشود","Packaging"
"3458",2871,"با سلام
یکی ازتون مرغ ها شکسته بود
در خرید قبلی هم این موضوع اتفاق افتاده بود","Packaging"
"3459",2885,"سلام. خسته نباشید. قیمت مصرف کننده روی جلد محصول ۳۳۷۵۰۰ تومان است ولی شما در فاکتور و همچنین روی سایت ۴۳۸۷۵۰ تومان زده اید!!!","Price"
"3460",2886,"قیمت مصرف کننده روی محصول ۱۲۹۰۰۰ هست چرا بیخودی میزنید ۱۴۹ با تخفیف ۱۲۹؟؟؟
منت سر مشتری نذارید
قیمت تولید کننده ۱۰۰ و قیمت مصرف کننده روی محصول ۱۲۹۰۰۰ تومان است.
مردم را چی فرض کردید؟؟؟","Price"
"3461",2887,"ظرف کشک و مایع لباسشویی شکسته بود و هر دو محتویاتش بیرون ریخته بود
یکی از کيک ها هم پودر شده بود 
نان ساندویچی هم تاریخ تولیدش برای سه روز پیش بود
سفارش قبلی هم مواد شوینده ریخته بود بیرون ولی چشم پوشی کردم
ولی متاسفانه اینبار هم تکرار شد.","Packaging"
"3462",2888,"جوجه کباب بدون اطلاع حذف شد","Product"
"3463",2889,"پرتقال خراب به من داديد
ظاهرش سالمه
وقتى ميخوريم،مزهء زهر ميده
اين كار شما درست نيست
حالا شانس آورديم خودمون خورديم(مهمون نخورد)","Product"
"3464",2890,"تن ماهی لوبیا ضربه خورده بود و قیمت و تاریخش پاک شده و کاملا کثیف هست جوری ک انگار کالا مال سه سال قبله. درصورت امکان میخوام مرجوع شه","Product"
"3465",2891,"سلام و درود برنج هاشمی ممتاز معطر و خوشپخت ایرانی طبیعت پنج کیلویی از هایپر استار یزد سفارش دادم ک وقتی برام آوردند درب نایلونی ک کیسه برنج داخلش بود بوی کهنگی ب مشامم خورد ک شک کردم نسبت ب برنج بخاطر همین گوشه کیسه برنج را باز کردم و کمی از برنج را داخل ظرفی ریختم ک بو کنم ک دیدم داخل آن کرمی هست لطفاً و حتماً سریعتر رسیدگی شود چون ب هیچ وجه این برنج را نمی خواهم درخواست مرجوعی کالا و بازگشت هزینه را دارم ممنون","Product"
"3466",2892,"سلام 
كوكتل ويژه ٧٠ درصد ٤٠٠ گرمي ٢ بسته سفارش دادم ولي متاسفانه ٥ عدد فرستاده شده لطفا بررسي فرماييد","Product"
"3467",2893,"دیر به دستم رسید پنیر پیتزا یخش باز شده بود و خمیر مانند بود","Packaging"
"3468",2894,"تخم مرغ شکسته بود و تمام تخم مرغ‌های بسته‌بندی کثیف شده بود. مجبور شدم نصف تخم مرغ ها رو دور بریزم!","Packaging"
"3469",2895,"سلام وقت بخیر
راننده درخواست انعام کرده واقعاً چراااا
واسه تیم اسنپ خیلی این رفتار زشته","Product"
"3470",2896,"مسخره‌اید. جنس ندارید و سفارش می‌گیرید. بعد زنگ می‌زنید که این اقلام نیست. بعد هم یک هفته طول می‌دید و بازی می‌دید تا پول رو پس بدید. مصداق بارز دزدی و کلاه‌برداری. کار همیشگی‌تونه و نه یکی دو بار.","Product"
"3471",2897,"شامپو بدن اکتیو پر نبود ودر شامپو بدن چفت نمیشد وریخته بود و پر نبود شامپو بدن ممنون مییشم وجه مسترد گردد","Packaging"
"3472",2898,"ممنون از عزیزان پشتیبانی.
ودیگر زحمت کشان .

لطفا اجناسی مشابه
شیر رو ۴ تا ۴تا با نوار چسب پَک کنین که سلامت ارسال شود .","Product"
"3473",2899,"با سلام و احترام،ضمن قدردانی از زحمات گروه پشتیبانی اسنپ مارکت به اطلاع می‌رسانم،قیمت فاکتور شده ۸۹۰۰۰تومان با احتساب ۳۰درصد تخفیف ۶۲۳۰۰ می باشد که متأسفانه قیمت درج شده روی هر سه عدد شامپو ۵۶۵۰۰ تومان و تاریخ تولیدبیش از دو سال و نیم قبل بوده و تا،تاریخ انقضای محصول کمتر از ۶ ماه باقی مونده،یعنی علاوه براینکه فروشگاه محصولی با تاریخ انقضای نزدیک فروخته آنرا حتی گران تر از قیمت درج شده به فروش رسانده.تقاضای رسیدگی دارم. لطفا محصول رو مرجوع بفرمایید.این کار فروشگاه بر خلاف اصل مشتری مداری اسنپ مارکت و فروش محصولات جدید و با کیفیت می باشد","Price"
"3474",2900,"باسلام،گندزدای سبزی با اینکه دربش چسب خورده بود ولی باز هم مقداری داخل پلاستیک ریخته بود!.شیر هراز هم ۲ روز تاریخ مصرف داشت از ۴روز.","Packaging"
"3475",2901,"خمیر دندان ضد پوسیدگی سفارش داده بودم خمیردندان برای دندانهای حساس ارسال شد. رفتار پیک هم بر خلاف تمام سری های قبل جالب نبود. داخل ماشین نشسته بودن و انتظار داشتن بدون پیاده شدن تحویل بدن.","Product"
"3476",2902,"لطفا باتوجه به قیمت بالای آجیل و خشکبار یا قید گردد درجه کیفیت ویا سال تولید آن عنوان شود:)
طلا نیز مشخص می‌کنند مستعمل است یا نو","Product"
"3477",2903,"یکی از نرم کننده ها بدنش سوراخ شده بود و داخل کیسه ریخته بود","Packaging"
"3478",2904,"له شدن","Packaging"
"3479",2905,"به جای ساعت ۱۴ تا ۱۷ ساعت ۹ شب رسید. قبلا پیامک میدادین ۱ ساعت تاخیر را اطلاع رسانی میکردین. ۴ ساعت تاخیر بدون اطلاع رسانی درست نیست. دبه ماست له شده و در آستانه شکستن بود. مرغها هم پر از چربی و آب بود!","Product"
"3480",2906,"با سلام به هیچ عنوان راضی نیستم هر وقت جنسی در خواست دادم قبل از تحویل تماس گرفته می‌شود و میگن ۲تا قلم از اجناس موجود نیست آیا درسته پول پرداخت میشه و بازده زمانی هم شما مشخص میکنید علت چیه آخرش هم درست نمیشه","Product"
"3481",2907,"نوشابه سون آپ روی بطری سوراخ داشت و کلش خالی شده بود،","Packaging"
"3482",2908,"سلام متاسفانه علیرغم چندین بار درخواست مبنی براینکه کالاها را از لحاظ تاریخ و قیمت همکاران شما در فروشگاه کنترل و سپس ارسال نمایند، باز هم تفاوت عجیب درقیمت(به جای 25000تومان روی جلد نات بار40000تومان محاسبه شد) ونزدیک انقضا بودن( از 180 روزفقط 17روز باقیمانده) و کیفیت پایین به شدت روی اعصاب مشتری راه می رود! علیرغم ثبت مشکل لطفا بررسی نمایید","Product"
"3483",2909,"سلام
در هنگام تحویل در بسته تخم مرغ ها باز و ۲ عدد از تخم مرغ ها شکسته بوند!","Packaging"
"3484",2910,"یکی از بسته ها بر اثر فشار خورد شده و ویفرها خورد شده بودند","Packaging"
"3485",2911,"ماست کرم شده بود 
و همیشه درب پلاستیکی روی ماست بر میدارند","Product"
"3486",2912,"پیک ۳ ساعت دیرتر از همیشه اومد، بی ادب بود و مدعی بود که اسنپ باعث معطلی اش بوده","Product"
"3487",2913,"خرید زیادی از اسنپ مارکت دارم ولی بعضی مواقع کالاها آسیب دیده دست ما میرسه مثل تخم مرغ ویا امروز بسته پودر لباسشویی که پودر کف کیسه ریخته بود
ودیگر اینکه بارها پیش آمده که ثبت سفارش میکنید وپولش هم دریافت میشه ولی قبل ارسال چرا تازه متوجه میشین موجود ندارید","Packaging"
"3488",2914,"تعداد ٦يا ٧ تا از تخم مرغ ها شكسته بود","Packaging"
"3489",2915,"کیفیت بسیار بد گوشت ها پر کیست بود و یک استخوان بزرگ همراهش که تو عکس و مشخصات ذکر نشده بود یک عالم هم پوست بود که قابل استفاده نبود کلا اشتباه اول و آخرم بود از پویا پروتئین خرید میکنم","Product"
"3490",2916,"بسیارکیفیت محصولات دردوسفارش بنده پایین و مرغ های خون مرده و کبود بودند و....","Product"
"3491",2917,"باسلام متاسفانه بارها تذکر دادم اما توجه نکردید قیمت هنگام انتخاب کالابادر گاه بانکی و حساب کردن کاملا فرق میکند گوشت چرخی 800گرم 140هزاروخورده ای بود اما هنگام حساب تقریبا چهل هزار تومان اضافه شده بود که ما بعداً فهمیدیم این دزدی آشکار است","Product"
"3492",2918,"باعث تاسف است که،با اعتماد به خریداینترنتی،هر دفعه سفارش بایستی بامشکلی روربروشدکه بارهاتکرار شدا.مثل: گذاشتن سفارش درداخل آسانسور بدون اطلاع، آسيب دیدگی کالا و عدم پاسخگوی مناسب ودرست برای رسیدگی،تلف کردن وقت برای رسیدگی،ارسال سفارشهای معیوب،مانند میوه یا سبزیجات 
امیدوارم مسولین محترم،جهت رضایت کاربران توجه بیشتر ولازم را مبذول دارند.","Product"
"3493",2919,"دو تا از تخم مرغ ها شکسته بود","Packaging"
"3494",2920,"گوشتی که امروزخریدم واقعا افتضاح بودهمش چربی بوداصلا راضی نبودم","Product"
"3495",2921,"سلام من پنیر پیتزا پروسس 9595 سفارش دادم پنیر پیتزا تاپیک 9595 که بر پایه روغن گیاهی هست فرستادند","Product"
"3496",2922,"با پاره شدن درب ماست موسیر نه تنها مقداری از آن ریخته بود بلکه سایر چیزها را هم کثیف کرده بود","Packaging"
"3497",2923,"بسته ۱۵ تا تخم مرغ، ۸تاش کاملا شکسته شده بود","Packaging"
"3498",2924,"تعداد ۱۴ کالا کسر دارد تحویل داده شده است با پشتیبانی هم تماس گرفتم","Product"
"3499",2925,"نه تنها در بازه زمانی درست ارسال شد بلکه با 3 ساعت تاخیر پس از بازه زمانی درخواست شده ارسال شد و بعضی از محصولات له شده بودند .
کد تخفیف که دیگر نمی دهند 
کلا تخفیف روی محصولات کم است","Product"
"3500",2926,"سلام 
به جرأت میتونم بگم بسته حاوی نیم کیلو گوشت درسته بود با سه تا نوار پر از چربی و رگ و غده که مقداری گوشت بهش چسبیده بود
اگه گوشت گوسفندی خریده بودم ، میشد آدم ی جای دلش بذاره ، اما این مورد چی ؟؟؟؟!!!
شرح ماوقع و عکسهای برداشته شده از محصول رو دیشب آپلود کردم و براتون فرستادم
دیگه هیچی نمیگم چون خارج از تحملمِ

لطفاً پیگیری بفرمائید","Product"
"3501",2927,"متاسفانه تاریخ نون ارسالی مال ۲۴ام ۴ روز پیش بود ....کنار فلافل هم متاسفانه یخ گذاشته نشده بود جهت خنک نگهداشتن محصول","Product"
"3502",2928,"روغن اصلا طعم وبونداشت.من با ،بوسفارش داده بودم","Product"
"3503",2929,"حذف بي دليل ٤بسته سينه مرغ و نگه داشتن وجه در كيف پول اسنپ ،يك بسته از ساق مرغهاي تحويلي نيز تاريخ روز قبل بود و بو ميداد","Product"
